employee_id,department,role_level,training_module_id,module_name,module_type,start_date,completion_date,completion_status,score,feedback_rating,time_spent_minutes,preferred_learning_style,last_login_date
E0004,Compliance,Manager,M19,Module 19,Webinar,31/01/24,,Incomplete,,,1,Visual,15/02/24
E0177,Corporate Banking,Senior Associate,M12,Module 12,Video,23/01/24,25/01/24,Completed,,4,16,Kinesthetic,24/01/24
E0016,Risk,Senior Associate,M23,Module 23,Webinar,17/05/24,19/05/24,Completed,,4,34,Kinesthetic,28/05/24
E0113,HR,Senior Associate,M1,Module 1,Video,25/06/24,,Dropped,,,47,Reading/Writing,03/07/24
E0011,IT,Senior Manager,M18,Module 18,Quiz,16/03/24,,Incomplete,,,37,Reading/Writing,27/03/24
E0083,HR,Senior Manager,M9,Module 9,Webinar,02/06/24,03/06/24,Completed,,5,24,Auditory,11/06/24
E0068,Corporate Banking,Manager,M15,Module 15,Video,01/01/24,,Incomplete,,,57,Visual,12/01/24
E0199,Corporate Banking,Senior Associate,M11,Module 11,Video,17/01/24,,Incomplete,,,34,Auditory,21/01/24
E0157,Risk,Manager,M14,Module 14,Quiz,13/06/24,,Incomplete,,,7,Visual,14/06/24
E0034,Compliance,Associate,M7,Module 7,Video,28/01/24,,Incomplete,,,7,Visual,09/02/24
E0169,IT,VP,M20,Module 20,Article,28/06/24,,Incomplete,,,24,Reading/Writing,30/06/24
E0004,Compliance,Senior Manager,M3,Module 3,Article,29/04/24,04/05/24,Completed,,5,100,Auditory,10/05/24
E0182,Retail Banking,VP,M9,Module 9,Webinar,15/05/24,16/05/24,Completed,,3,14,Reading/Writing,18/05/24
E0026,HR,Senior Associate,M18,Module 18,Quiz,08/04/24,11/04/24,Completed,83,2,77,Reading/Writing,21/04/24
E0192,Retail Banking,VP,M12,Module 12,Video,21/06/24,,Dropped,,,57,Visual,26/06/24
E0047,Corporate Banking,Senior Manager,M17,Module 17,Webinar,27/03/24,04/04/24,Completed,,5,61,Kinesthetic,06/04/24
E0141,Risk,Manager,M14,Module 14,Quiz,11/06/24,,Dropped,,,39,Reading/Writing,17/06/24
E0097,Corporate Banking,Manager,M12,Module 12,Video,25/04/24,,Dropped,,,1,Visual,04/05/24
E0153,Retail Banking,VP,M5,Module 5,Quiz,18/03/24,22/03/24,Completed,64,2,114,Kinesthetic,18/03/24
E0198,HR,Manager,M18,Module 18,Quiz,10/05/24,11/05/24,Completed,52,4,50,Reading/Writing,14/05/24
E0068,Risk,VP,M8,Module 8,Video,29/02/24,,Dropped,,,6,Auditory,06/03/24
E0188,Retail Banking,Manager,M16,Module 16,Quiz,14/02/24,,Incomplete,,,39,Kinesthetic,15/02/24
E0188,Corporate Banking,Senior Manager,M3,Module 3,Article,15/01/24,,Dropped,,,57,Auditory,28/01/24
E0031,Compliance,VP,M1,Module 1,Video,11/06/24,,Incomplete,,,20,Visual,21/06/24
E0139,Corporate Banking,Senior Associate,M11,Module 11,Video,08/05/24,10/05/24,Completed,,1,91,Auditory,22/05/24
E0193,Corporate Banking,VP,M17,Module 17,Webinar,24/01/24,30/01/24,Completed,,3,105,Auditory,28/01/24
E0034,Risk,Associate,M16,Module 16,Quiz,26/05/24,03/06/24,Completed,75,3,15,Auditory,08/06/24
E0199,HR,Senior Associate,M25,Module 25,Article,04/02/24,,Incomplete,,,32,Auditory,10/02/24
E0144,Corporate Banking,VP,M8,Module 8,Video,03/03/24,07/03/24,Completed,,4,46,Visual,06/03/24
E0172,IT,Senior Manager,M12,Module 12,Video,30/03/24,04/04/24,Completed,,3,81,Visual,08/04/24
E0044,Risk,VP,M15,Module 15,Video,08/06/24,15/06/24,Completed,,1,109,Reading/Writing,14/06/24
E0176,Risk,Senior Associate,M25,Module 25,Article,22/01/24,22/01/24,Completed,,2,84,Reading/Writing,31/01/24
E0004,Risk,Associate,M10,Module 10,Video,25/04/24,,Incomplete,,,22,Reading/Writing,01/05/24
E0053,Corporate Banking,VP,M25,Module 25,Article,07/03/24,,Incomplete,,,45,Visual,19/03/24
E0150,HR,VP,M2,Module 2,Video,06/03/24,06/03/24,Completed,,3,30,Kinesthetic,07/03/24
E0120,HR,Associate,M3,Module 3,Article,09/04/24,,Dropped,,,56,Visual,09/04/24
E0075,HR,Senior Manager,M8,Module 8,Video,07/04/24,12/04/24,Completed,,4,115,Visual,12/04/24
E0051,Corporate Banking,Senior Manager,M18,Module 18,Quiz,06/01/24,09/01/24,Completed,83,3,47,Auditory,18/01/24
E0191,Compliance,Associate,M12,Module 12,Video,24/06/24,,Dropped,,,41,Kinesthetic,01/07/24
E0129,Risk,Associate,M21,Module 21,Video,06/03/24,,Incomplete,,,36,Kinesthetic,13/03/24
E0039,Risk,Senior Manager,M22,Module 22,Quiz,05/02/24,11/02/24,Completed,83,5,116,Reading/Writing,18/02/24
E0062,Corporate Banking,Senior Associate,M14,Module 14,Quiz,20/03/24,,Dropped,,,35,Reading/Writing,26/03/24
E0168,Compliance,VP,M18,Module 18,Quiz,24/06/24,26/06/24,Completed,69,5,22,Auditory,28/06/24
E0168,Corporate Banking,Senior Associate,M11,Module 11,Video,18/01/24,20/01/24,Completed,,3,112,Reading/Writing,18/01/24
E0196,Risk,Senior Manager,M14,Module 14,Quiz,18/03/24,,Dropped,,,10,Reading/Writing,21/03/24
E0034,Compliance,Associate,M25,Module 25,Article,05/06/24,,Incomplete,,,39,Reading/Writing,12/06/24
E0176,Retail Banking,Manager,M3,Module 3,Article,25/06/24,,Incomplete,,,33,Auditory,06/07/24
E0048,IT,Senior Manager,M16,Module 16,Quiz,05/02/24,08/02/24,Completed,64,1,57,Visual,13/02/24
E0106,Compliance,Senior Associate,M25,Module 25,Article,22/02/24,24/02/24,Completed,,4,115,Auditory,03/03/24
E0118,Compliance,Senior Manager,M13,Module 13,Quiz,11/01/24,,Dropped,,,26,Visual,14/01/24
E0116,IT,Associate,M8,Module 8,Video,12/05/24,,Incomplete,,,36,Auditory,13/05/24
E0049,Risk,Senior Manager,M13,Module 13,Quiz,18/03/24,,Dropped,,,11,Auditory,27/03/24
E0157,Retail Banking,VP,M5,Module 5,Quiz,28/04/24,,Incomplete,,,47,Visual,03/05/24
E0200,Corporate Banking,VP,M5,Module 5,Quiz,10/04/24,,Dropped,,,29,Visual,15/04/24
E0117,Corporate Banking,Senior Associate,M15,Module 15,Video,24/01/24,,Dropped,,,45,Reading/Writing,27/01/24
E0024,Retail Banking,Senior Manager,M21,Module 21,Video,02/04/24,10/04/24,Completed,,4,98,Reading/Writing,14/04/24
E0141,IT,Associate,M25,Module 25,Article,13/02/24,,Incomplete,,,11,Reading/Writing,18/02/24
E0197,HR,Associate,M14,Module 14,Quiz,19/03/24,,Dropped,,,19,Reading/Writing,22/03/24
E0034,Compliance,Associate,M20,Module 20,Article,05/03/24,12/03/24,Completed,,4,114,Auditory,05/03/24
E0156,IT,Senior Associate,M7,Module 7,Video,30/05/24,,Dropped,,,27,Auditory,01/06/24
E0154,Corporate Banking,Associate,M8,Module 8,Video,20/05/24,,Incomplete,,,4,Reading/Writing,24/05/24
E0015,HR,Manager,M2,Module 2,Video,07/02/24,17/02/24,Completed,,5,112,Kinesthetic,17/02/24
E0023,Retail Banking,Associate,M14,Module 14,Quiz,15/02/24,25/02/24,Completed,68,5,89,Reading/Writing,29/02/24
E0192,Corporate Banking,Manager,M2,Module 2,Video,24/01/24,,Dropped,,,24,Auditory,26/01/24
E0195,IT,VP,M3,Module 3,Article,15/03/24,,Incomplete,,,8,Kinesthetic,25/03/24
E0135,IT,VP,M7,Module 7,Video,27/06/24,06/07/24,Completed,,1,18,Visual,12/07/24
E0186,HR,VP,M23,Module 23,Webinar,14/03/24,,Dropped,,,17,Kinesthetic,18/03/24
E0158,Corporate Banking,Senior Manager,M17,Module 17,Webinar,10/06/24,,Dropped,,,52,Reading/Writing,17/06/24
E0182,Risk,Senior Associate,M1,Module 1,Video,31/01/24,07/02/24,Completed,,1,99,Reading/Writing,13/02/24
E0106,Retail Banking,Manager,M12,Module 12,Video,23/05/24,23/05/24,Completed,,2,93,Kinesthetic,31/05/24
E0018,Risk,Manager,M17,Module 17,Webinar,20/05/24,,Incomplete,,,8,Kinesthetic,30/05/24
E0102,HR,VP,M20,Module 20,Article,08/01/24,11/01/24,Completed,,3,111,Kinesthetic,23/01/24
E0122,Retail Banking,Senior Associate,M16,Module 16,Quiz,09/02/24,,Dropped,,,30,Auditory,10/02/24
E0134,Risk,VP,M24,Module 24,Article,22/06/24,,Incomplete,,,14,Kinesthetic,03/07/24
E0017,Compliance,Manager,M1,Module 1,Video,27/03/24,,Incomplete,,,37,Auditory,01/04/24
E0153,Retail Banking,Manager,M23,Module 23,Webinar,21/03/24,25/03/24,Completed,,4,16,Auditory,28/03/24
E0096,IT,Manager,M7,Module 7,Video,14/05/24,,Incomplete,,,8,Kinesthetic,15/05/24
E0200,Compliance,Associate,M15,Module 15,Video,09/05/24,16/05/24,Completed,,5,24,Reading/Writing,19/05/24
E0124,HR,VP,M10,Module 10,Video,24/03/24,25/03/24,Completed,,5,91,Reading/Writing,30/03/24
E0186,Retail Banking,Senior Manager,M13,Module 13,Quiz,13/05/24,13/05/24,Completed,69,1,92,Visual,23/05/24
E0120,Retail Banking,Associate,M17,Module 17,Webinar,17/06/24,,Incomplete,,,37,Kinesthetic,23/06/24
E0083,Compliance,Senior Associate,M10,Module 10,Video,11/03/24,,Dropped,,,43,Visual,19/03/24
E0039,Compliance,Manager,M4,Module 4,Quiz,04/01/24,07/01/24,Completed,84,3,75,Kinesthetic,12/01/24
E0037,HR,Manager,M19,Module 19,Webinar,03/03/24,04/03/24,Completed,,3,83,Kinesthetic,17/03/24
E0013,Compliance,Associate,M16,Module 16,Quiz,21/06/24,22/06/24,Completed,74,1,16,Auditory,03/07/24
E0046,HR,VP,M19,Module 19,Webinar,10/06/24,,Dropped,,,20,Kinesthetic,16/06/24
E0183,HR,VP,M3,Module 3,Article,29/04/24,30/04/24,Completed,,4,17,Auditory,08/05/24
E0176,HR,Senior Manager,M16,Module 16,Quiz,29/02/24,02/03/24,Completed,89,3,51,Auditory,05/03/24
E0180,HR,Manager,M11,Module 11,Video,26/04/24,,Incomplete,,,5,Auditory,29/04/24
E0090,IT,Senior Manager,M6,Module 6,Quiz,13/03/24,,Incomplete,,,33,Visual,25/03/24
E0183,Retail Banking,Manager,M18,Module 18,Quiz,15/06/24,19/06/24,Completed,84,4,56,Auditory,22/06/24
E0159,Compliance,VP,M6,Module 6,Quiz,03/05/24,,Incomplete,,,22,Reading/Writing,16/05/24
E0112,Corporate Banking,Manager,M18,Module 18,Quiz,26/06/24,28/06/24,Completed,92,1,99,Auditory,29/06/24
E0152,Corporate Banking,Senior Manager,M11,Module 11,Video,22/05/24,29/05/24,Completed,,2,44,Auditory,24/05/24
E0154,Retail Banking,VP,M25,Module 25,Article,07/04/24,,Dropped,,,42,Visual,09/04/24
E0056,Compliance,VP,M25,Module 25,Article,11/06/24,13/06/24,Completed,,2,62,Kinesthetic,23/06/24
E0158,Corporate Banking,Senior Manager,M7,Module 7,Video,22/02/24,,Dropped,,,37,Kinesthetic,06/03/24
E0184,Risk,Associate,M19,Module 19,Webinar,03/01/24,,Incomplete,,,55,Kinesthetic,04/01/24
E0095,Corporate Banking,Associate,M1,Module 1,Video,29/06/24,,Incomplete,,,56,Kinesthetic,29/06/24
E0061,IT,VP,M13,Module 13,Quiz,09/06/24,,Dropped,,,26,Auditory,22/06/24
E0140,Compliance,Senior Associate,M16,Module 16,Quiz,05/02/24,13/02/24,Completed,74,3,112,Auditory,09/02/24
E0074,HR,Senior Associate,M5,Module 5,Quiz,03/01/24,13/01/24,Completed,51,2,97,Auditory,16/01/24
E0035,Retail Banking,Senior Associate,M21,Module 21,Video,16/04/24,,Dropped,,,40,Reading/Writing,30/04/24
E0131,IT,VP,M15,Module 15,Video,08/04/24,,Incomplete,,,12,Auditory,08/04/24
E0148,IT,Senior Associate,M23,Module 23,Webinar,08/05/24,,Dropped,,,60,Kinesthetic,09/05/24
E0010,Corporate Banking,Senior Manager,M23,Module 23,Webinar,04/04/24,13/04/24,Completed,,4,93,Visual,08/04/24
E0187,HR,VP,M25,Module 25,Article,12/03/24,,Incomplete,,,34,Visual,19/03/24
E0121,HR,Associate,M22,Module 22,Quiz,11/06/24,,Incomplete,,,58,Kinesthetic,11/06/24
E0121,IT,VP,M16,Module 16,Quiz,26/05/24,,Dropped,,,23,Kinesthetic,04/06/24
E0043,Retail Banking,VP,M24,Module 24,Article,18/03/24,,Incomplete,,,41,Auditory,23/03/24
E0147,Retail Banking,Manager,M24,Module 24,Article,08/06/24,12/06/24,Completed,,4,15,Reading/Writing,10/06/24
E0072,Risk,Senior Associate,M20,Module 20,Article,12/03/24,,Dropped,,,1,Visual,17/03/24
E0152,HR,Senior Associate,M22,Module 22,Quiz,24/04/24,,Incomplete,,,17,Reading/Writing,09/05/24
E0047,Corporate Banking,Associate,M11,Module 11,Video,22/01/24,31/01/24,Completed,,2,112,Auditory,04/02/24
E0198,IT,Senior Associate,M22,Module 22,Quiz,22/04/24,25/04/24,Completed,86,3,11,Kinesthetic,25/04/24
E0014,Compliance,Senior Manager,M13,Module 13,Quiz,01/05/24,,Dropped,,,48,Reading/Writing,13/05/24
E0175,HR,Senior Manager,M16,Module 16,Quiz,08/03/24,16/03/24,Completed,77,1,41,Auditory,20/03/24
E0174,Risk,VP,M22,Module 22,Quiz,11/01/24,19/01/24,Completed,90,3,113,Auditory,19/01/24
E0086,Risk,Manager,M4,Module 4,Quiz,06/03/24,,Dropped,,,50,Reading/Writing,12/03/24
E0134,Risk,Senior Associate,M11,Module 11,Video,20/05/24,30/05/24,Completed,,1,111,Visual,20/05/24
E0106,Retail Banking,VP,M4,Module 4,Quiz,24/06/24,,Dropped,,,15,Kinesthetic,02/07/24
E0050,Retail Banking,Associate,M20,Module 20,Article,24/01/24,02/02/24,Completed,,2,81,Visual,27/01/24
E0023,Corporate Banking,Senior Associate,M13,Module 13,Quiz,17/06/24,18/06/24,Completed,94,2,37,Kinesthetic,01/07/24
E0170,Retail Banking,Senior Manager,M9,Module 9,Webinar,19/04/24,,Dropped,,,11,Visual,27/04/24
E0199,Retail Banking,Senior Manager,M13,Module 13,Quiz,26/03/24,30/03/24,Completed,66,2,61,Visual,10/04/24
E0052,Corporate Banking,Senior Manager,M6,Module 6,Quiz,14/06/24,,Incomplete,,,10,Auditory,20/06/24
E0158,HR,Associate,M15,Module 15,Video,07/03/24,07/03/24,Completed,,1,14,Kinesthetic,21/03/24
E0005,IT,Senior Associate,M21,Module 21,Video,12/06/24,12/06/24,Completed,,4,39,Reading/Writing,22/06/24
E0101,Corporate Banking,Associate,M17,Module 17,Webinar,05/05/24,,Dropped,,,26,Visual,12/05/24
E0001,IT,Senior Manager,M4,Module 4,Quiz,25/05/24,,Dropped,,,44,Kinesthetic,06/06/24
E0015,HR,Associate,M12,Module 12,Video,16/05/24,,Incomplete,,,54,Auditory,25/05/24
E0166,Compliance,Senior Associate,M18,Module 18,Quiz,11/01/24,,Incomplete,,,20,Auditory,14/01/24
E0162,HR,Manager,M16,Module 16,Quiz,22/01/24,,Incomplete,,,9,Visual,28/01/24
E0007,HR,VP,M8,Module 8,Video,05/05/24,,Incomplete,,,51,Kinesthetic,20/05/24
E0137,IT,Associate,M2,Module 2,Video,27/03/24,01/04/24,Completed,,1,56,Visual,02/04/24
E0168,HR,VP,M15,Module 15,Video,22/06/24,01/07/24,Completed,,2,14,Visual,26/06/24
E0126,HR,Associate,M16,Module 16,Quiz,07/06/24,10/06/24,Completed,94,2,6,Reading/Writing,08/06/24
E0079,Retail Banking,Senior Manager,M20,Module 20,Article,13/02/24,14/02/24,Completed,,1,68,Reading/Writing,15/02/24
E0052,IT,Manager,M24,Module 24,Article,22/06/24,,Dropped,,,8,Reading/Writing,02/07/24
E0055,Retail Banking,VP,M6,Module 6,Quiz,26/03/24,27/03/24,Completed,67,2,101,Auditory,31/03/24
E0179,Risk,VP,M6,Module 6,Quiz,22/04/24,01/05/24,Completed,52,2,17,Auditory,27/04/24
E0005,IT,Associate,M1,Module 1,Video,02/01/24,03/01/24,Completed,,5,118,Kinesthetic,15/01/24
E0178,IT,Senior Associate,M7,Module 7,Video,06/02/24,,Dropped,,,27,Reading/Writing,11/02/24
E0157,HR,Associate,M20,Module 20,Article,16/02/24,,Incomplete,,,41,Kinesthetic,27/02/24
E0108,Retail Banking,VP,M8,Module 8,Video,19/02/24,27/02/24,Completed,,1,84,Kinesthetic,26/02/24
E0119,HR,Senior Associate,M9,Module 9,Webinar,14/01/24,15/01/24,Completed,,2,92,Auditory,29/01/24
E0046,Compliance,Associate,M2,Module 2,Video,14/06/24,,Dropped,,,14,Auditory,22/06/24
E0086,Corporate Banking,Senior Manager,M2,Module 2,Video,27/01/24,04/02/24,Completed,,2,25,Visual,11/02/24
E0132,Retail Banking,Associate,M8,Module 8,Video,23/04/24,,Dropped,,,13,Kinesthetic,30/04/24
E0200,Retail Banking,Manager,M8,Module 8,Video,26/01/24,01/02/24,Completed,,2,53,Reading/Writing,28/01/24
E0121,Corporate Banking,Senior Manager,M2,Module 2,Video,21/04/24,24/04/24,Completed,,5,63,Reading/Writing,03/05/24
E0096,Compliance,Senior Manager,M24,Module 24,Article,19/02/24,,Dropped,,,13,Kinesthetic,23/02/24
E0009,HR,VP,M2,Module 2,Video,12/03/24,13/03/24,Completed,,4,63,Auditory,17/03/24
E0195,Risk,Senior Associate,M10,Module 10,Video,03/06/24,13/06/24,Completed,,5,120,Reading/Writing,10/06/24
E0023,IT,VP,M16,Module 16,Quiz,25/02/24,,Dropped,,,18,Visual,09/03/24
E0189,Compliance,Senior Associate,M11,Module 11,Video,21/04/24,30/04/24,Completed,,2,78,Visual,04/05/24
E0012,Retail Banking,Senior Manager,M24,Module 24,Article,09/05/24,15/05/24,Completed,,5,55,Auditory,12/05/24
E0116,IT,Senior Associate,M3,Module 3,Article,22/05/24,28/05/24,Completed,,2,21,Kinesthetic,31/05/24
E0062,HR,Associate,M1,Module 1,Video,02/05/24,,Incomplete,,,46,Auditory,02/05/24
E0117,IT,Senior Associate,M23,Module 23,Webinar,13/04/24,18/04/24,Completed,,4,95,Visual,15/04/24
E0099,HR,Manager,M17,Module 17,Webinar,09/01/24,,Dropped,,,49,Kinesthetic,15/01/24
E0176,Retail Banking,VP,M11,Module 11,Video,15/01/24,,Incomplete,,,8,Auditory,26/01/24
E0120,Corporate Banking,Associate,M12,Module 12,Video,03/04/24,13/04/24,Completed,,5,95,Visual,09/04/24
E0036,Risk,Senior Associate,M18,Module 18,Quiz,30/01/24,,Incomplete,,,49,Reading/Writing,09/02/24
E0091,Risk,VP,M22,Module 22,Quiz,18/04/24,,Incomplete,,,5,Kinesthetic,29/04/24
E0116,IT,VP,M17,Module 17,Webinar,01/02/24,,Dropped,,,29,Kinesthetic,03/02/24
E0049,IT,Associate,M3,Module 3,Article,10/04/24,14/04/24,Completed,,1,18,Reading/Writing,18/04/24
E0029,HR,Senior Associate,M16,Module 16,Quiz,08/02/24,16/02/24,Completed,90,1,42,Auditory,12/02/24
E0122,Risk,Senior Manager,M15,Module 15,Video,14/06/24,18/06/24,Completed,,2,13,Visual,21/06/24
E0134,HR,Manager,M14,Module 14,Quiz,28/05/24,,Dropped,,,32,Auditory,11/06/24
E0078,Corporate Banking,Senior Associate,M10,Module 10,Video,13/02/24,,Incomplete,,,31,Kinesthetic,22/02/24
E0198,Retail Banking,Senior Associate,M12,Module 12,Video,13/03/24,,Incomplete,,,40,Reading/Writing,22/03/24
E0047,Compliance,Senior Associate,M6,Module 6,Quiz,01/03/24,01/03/24,Completed,70,5,21,Auditory,09/03/24
E0095,Compliance,Senior Associate,M18,Module 18,Quiz,09/01/24,,Dropped,,,10,Kinesthetic,23/01/24
E0139,Compliance,VP,M10,Module 10,Video,01/02/24,07/02/24,Completed,,4,103,Reading/Writing,15/02/24
E0082,Compliance,Associate,M24,Module 24,Article,19/05/24,,Dropped,,,31,Kinesthetic,23/05/24
E0145,HR,Senior Manager,M11,Module 11,Video,25/06/24,02/07/24,Completed,,1,22,Visual,04/07/24
E0007,IT,VP,M8,Module 8,Video,24/04/24,,Incomplete,,,21,Visual,30/04/24
E0150,Corporate Banking,Senior Associate,M25,Module 25,Article,12/03/24,12/03/24,Completed,,1,73,Auditory,14/03/24
E0132,IT,Senior Associate,M16,Module 16,Quiz,22/03/24,01/04/24,Completed,73,4,23,Auditory,02/04/24
E0099,Risk,Associate,M10,Module 10,Video,29/03/24,,Dropped,,,29,Visual,04/04/24
E0187,IT,Senior Manager,M15,Module 15,Video,14/03/24,20/03/24,Completed,,4,22,Visual,18/03/24
E0054,Risk,Senior Manager,M17,Module 17,Webinar,26/03/24,04/04/24,Completed,,4,16,Visual,08/04/24
E0164,Risk,Senior Manager,M6,Module 6,Quiz,22/05/24,,Incomplete,,,13,Reading/Writing,03/06/24
E0075,Corporate Banking,Senior Manager,M2,Module 2,Video,18/03/24,,Dropped,,,36,Auditory,25/03/24
E0007,Retail Banking,Senior Associate,M9,Module 9,Webinar,17/03/24,,Incomplete,,,42,Kinesthetic,30/03/24
E0046,IT,Senior Associate,M1,Module 1,Video,31/01/24,,Dropped,,,5,Kinesthetic,15/02/24
E0145,IT,Manager,M21,Module 21,Video,24/06/24,,Incomplete,,,24,Visual,02/07/24
E0042,Corporate Banking,Associate,M5,Module 5,Quiz,22/03/24,,Incomplete,,,23,Reading/Writing,23/03/24
E0070,Risk,Senior Manager,M21,Module 21,Video,01/04/24,05/04/24,Completed,,3,72,Visual,07/04/24
E0197,HR,Senior Associate,M25,Module 25,Article,25/01/24,02/02/24,Completed,,3,116,Kinesthetic,03/02/24
E0070,HR,Manager,M4,Module 4,Quiz,16/05/24,,Incomplete,,,1,Reading/Writing,25/05/24
E0096,IT,Senior Manager,M11,Module 11,Video,11/02/24,14/02/24,Completed,,2,69,Reading/Writing,17/02/24
E0144,Corporate Banking,VP,M18,Module 18,Quiz,21/05/24,27/05/24,Completed,79,1,19,Reading/Writing,21/05/24
E0123,Risk,Manager,M23,Module 23,Webinar,02/04/24,09/04/24,Completed,,5,71,Kinesthetic,07/04/24
E0182,Risk,Associate,M24,Module 24,Article,31/01/24,02/02/24,Completed,,2,93,Reading/Writing,09/02/24
E0033,Compliance,Senior Associate,M3,Module 3,Article,18/04/24,19/04/24,Completed,,1,104,Auditory,01/05/24
E0011,Compliance,Associate,M2,Module 2,Video,17/06/24,24/06/24,Completed,,1,37,Visual,19/06/24
E0078,HR,Associate,M25,Module 25,Article,25/01/24,03/02/24,Completed,,2,80,Reading/Writing,30/01/24
E0172,Risk,Associate,M3,Module 3,Article,07/02/24,,Dropped,,,23,Reading/Writing,14/02/24
E0130,Corporate Banking,Associate,M4,Module 4,Quiz,28/05/24,05/06/24,Completed,63,2,41,Reading/Writing,28/05/24
E0186,Retail Banking,Senior Associate,M17,Module 17,Webinar,01/05/24,,Incomplete,,,29,Visual,06/05/24
E0091,IT,Senior Manager,M7,Module 7,Video,11/05/24,17/05/24,Completed,,1,102,Kinesthetic,14/05/24
E0120,Retail Banking,VP,M5,Module 5,Quiz,06/05/24,,Dropped,,,36,Visual,08/05/24
E0084,IT,Associate,M13,Module 13,Quiz,13/03/24,,Dropped,,,44,Auditory,20/03/24
E0142,IT,Manager,M14,Module 14,Quiz,18/02/24,25/02/24,Completed,93,3,27,Visual,04/03/24
E0173,Retail Banking,Senior Manager,M15,Module 15,Video,13/05/24,14/05/24,Completed,,2,55,Auditory,16/05/24
E0190,Compliance,Associate,M12,Module 12,Video,20/02/24,,Incomplete,,,39,Auditory,23/02/24
E0060,IT,Senior Manager,M9,Module 9,Webinar,28/05/24,,Dropped,,,23,Auditory,09/06/24
E0125,Corporate Banking,Manager,M5,Module 5,Quiz,26/04/24,27/04/24,Completed,66,4,68,Reading/Writing,30/04/24
E0008,Retail Banking,Associate,M3,Module 3,Article,07/05/24,09/05/24,Completed,,4,82,Kinesthetic,11/05/24
E0078,Corporate Banking,VP,M4,Module 4,Quiz,20/01/24,,Dropped,,,13,Kinesthetic,04/02/24
E0126,Corporate Banking,Manager,M18,Module 18,Quiz,28/03/24,28/03/24,Completed,77,1,54,Auditory,07/04/24
E0097,IT,Senior Manager,M2,Module 2,Video,09/01/24,17/01/24,Completed,,3,118,Reading/Writing,24/01/24
E0111,Compliance,Manager,M23,Module 23,Webinar,09/04/24,,Incomplete,,,37,Auditory,24/04/24
E0122,Corporate Banking,Senior Associate,M17,Module 17,Webinar,15/01/24,,Dropped,,,32,Auditory,26/01/24
E0197,Risk,Manager,M2,Module 2,Video,08/01/24,10/01/24,Completed,,3,49,Visual,18/01/24
E0098,Retail Banking,Senior Manager,M12,Module 12,Video,01/04/24,,Dropped,,,4,Reading/Writing,08/04/24
E0061,HR,Manager,M19,Module 19,Webinar,22/01/24,26/01/24,Completed,,1,48,Reading/Writing,22/01/24
E0138,Risk,Associate,M15,Module 15,Video,17/06/24,,Dropped,,,18,Visual,02/07/24
E0151,Retail Banking,Manager,M13,Module 13,Quiz,26/05/24,,Dropped,,,37,Visual,10/06/24
E0026,HR,Senior Associate,M11,Module 11,Video,07/05/24,,Incomplete,,,40,Kinesthetic,18/05/24
E0112,Compliance,Senior Manager,M21,Module 21,Video,20/01/24,24/01/24,Completed,,3,11,Kinesthetic,01/02/24
E0058,Corporate Banking,Associate,M23,Module 23,Webinar,28/05/24,06/06/24,Completed,,3,39,Visual,12/06/24
E0110,Compliance,Manager,M3,Module 3,Article,15/06/24,,Dropped,,,28,Kinesthetic,21/06/24
E0107,IT,Manager,M20,Module 20,Article,11/05/24,,Incomplete,,,57,Visual,16/05/24
E0148,IT,Senior Associate,M22,Module 22,Quiz,29/04/24,,Dropped,,,60,Visual,05/05/24
E0094,IT,Senior Associate,M8,Module 8,Video,08/02/24,,Dropped,,,27,Kinesthetic,10/02/24
E0163,Compliance,Senior Manager,M9,Module 9,Webinar,14/03/24,18/03/24,Completed,,5,35,Auditory,21/03/24
E0030,Compliance,Senior Associate,M1,Module 1,Video,03/03/24,,Dropped,,,32,Auditory,16/03/24
E0166,Retail Banking,Senior Associate,M6,Module 6,Quiz,10/03/24,10/03/24,Completed,66,3,89,Reading/Writing,11/03/24
E0185,IT,Associate,M2,Module 2,Video,22/01/24,,Dropped,,,56,Visual,04/02/24
E0094,HR,Associate,M13,Module 13,Quiz,05/02/24,06/02/24,Completed,86,5,20,Kinesthetic,20/02/24
E0024,Compliance,VP,M4,Module 4,Quiz,21/03/24,,Dropped,,,52,Reading/Writing,03/04/24
E0056,Compliance,Associate,M6,Module 6,Quiz,24/02/24,,Dropped,,,27,Kinesthetic,25/02/24
E0126,Corporate Banking,Manager,M23,Module 23,Webinar,29/01/24,,Dropped,,,31,Reading/Writing,06/02/24
E0038,Risk,Senior Manager,M23,Module 23,Webinar,04/04/24,,Incomplete,,,42,Visual,05/04/24
E0177,HR,Senior Associate,M9,Module 9,Webinar,21/05/24,,Dropped,,,41,Kinesthetic,24/05/24
E0137,Compliance,Senior Manager,M13,Module 13,Quiz,03/01/24,,Dropped,,,20,Visual,10/01/24
E0077,Compliance,Senior Associate,M15,Module 15,Video,10/06/24,,Dropped,,,51,Visual,18/06/24
E0021,IT,Senior Manager,M24,Module 24,Article,15/04/24,,Dropped,,,57,Visual,20/04/24
E0179,Risk,VP,M3,Module 3,Article,31/03/24,,Dropped,,,30,Visual,01/04/24
E0165,HR,Senior Associate,M21,Module 21,Video,23/04/24,23/04/24,Completed,,4,30,Kinesthetic,03/05/24
E0148,Retail Banking,Associate,M6,Module 6,Quiz,04/03/24,13/03/24,Completed,93,4,106,Kinesthetic,18/03/24
