employee_id,department,role_level,training_module_id,module_name,module_type,start_date,completion_date,completion_status,score,feedback_rating,time_spent_minutes,preferred_learning_style,last_login_date
E0045,Corporate Banking,Manager,M9,Module 9,Webinar,2024-06-04,2024-06-12,Completed,,4.0,27,Visual,13/06/24
E0046,HR,Senior Associate,M1,Module 1,Video,2024-01-31,,Dropped,,,5,Kinesthetic,15/02/24
E0046,HR,Senior Associate,M13,Module 13,Quiz,2024-06-10,,Dropped,,,59,Kinesthetic,11/06/24
E0046,HR,Senior Associate,M14,Module 14,Quiz,2024-06-20,2024-06-24,Completed,60.0,1.0,53,Kinesthetic,05/07/24
E0046,HR,Senior Associate,M15,Module 15,Video,2024-06-20,,Dropped,,,14,Kinesthetic,02/07/24
E0046,HR,Senior Associate,M17,Module 17,Webinar,2024-06-04,,Dropped,,,7,Kinesthetic,11/06/24
E0046,HR,Senior Associate,M19,Module 19,Webinar,2024-06-10,,Dropped,,,20,Kinesthetic,16/06/24
E0046,HR,Senior Associate,M2,Module 2,Video,2024-06-14,,Dropped,,,14,Kinesthetic,22/06/24
E0046,HR,Senior Associate,M23,Module 23,Webinar,2024-02-18,,Incomplete,,,8,Kinesthetic,25/02/24
E0046,HR,Senior Associate,M3,Module 3,Article,2024-04-30,2024-05-05,Completed,,4.0,20,Kinesthetic,01/05/24
E0046,HR,Senior Associate,M4,Module 4,Quiz,2024-04-17,,Dropped,,,14,Kinesthetic,19/04/24
E0046,HR,Senior Associate,M6,Module 6,Quiz,2024-01-05,,Incomplete,,,3,Kinesthetic,10/01/24
E0046,HR,Senior Associate,M9,Module 9,Webinar,2024-06-14,2024-06-19,Completed,,1.0,42,Kinesthetic,22/06/24
E0047,Corporate Banking,Manager,M11,Module 11,Video,2024-01-22,2024-01-31,Completed,,2.0,112,Auditory,04/02/24
E0047,Corporate Banking,Manager,M12,Module 12,Video,2024-01-25,2024-02-03,Completed,,3.0,78,Auditory,08/02/24
E0047,Corporate Banking,Manager,M16,Module 16,Quiz,2024-02-21,2024-02-24,Completed,66.0,2.0,34,Auditory,28/02/24
E0047,Corporate Banking,Manager,M17,Module 17,Webinar,2024-03-27,2024-04-04,Completed,,5.0,61,Auditory,06/04/24
E0047,Corporate Banking,Manager,M19,Module 19,Webinar,2024-04-25,,Incomplete,,,16,Auditory,09/05/24
E0047,Corporate Banking,Manager,M23,Module 23,Webinar,2024-05-27,,Incomplete,,,24,Auditory,27/05/24
E0047,Corporate Banking,Manager,M3,Module 3,Article,2024-05-05,2024-05-08,Completed,,1.0,86,Auditory,11/05/24
E0047,Corporate Banking,Manager,M4,Module 4,Quiz,2024-04-22,,Incomplete,,,9,Auditory,05/05/24
E0047,Corporate Banking,Manager,M6,Module 6,Quiz,2024-05-26,2024-06-01,Completed,64.0,3.0,88,Auditory,04/06/24
E0047,Corporate Banking,Manager,M7,Module 7,Video,2024-06-16,2024-06-16,Completed,,3.0,34,Auditory,29/06/24
E0047,Corporate Banking,Manager,M9,Module 9,Webinar,2024-01-02,,Incomplete,,,2,Auditory,06/01/24
E0048,Compliance,Senior Manager,M10,Module 10,Video,2024-02-12,2024-02-15,Completed,,1.0,84,Reading/Writing,17/02/24
E0048,Compliance,Senior Manager,M11,Module 11,Video,2024-04-28,,Incomplete,,,21,Reading/Writing,09/05/24
E0048,Compliance,Senior Manager,M13,Module 13,Quiz,2024-02-11,2024-02-18,Completed,62.0,5.0,79,Reading/Writing,13/02/24
E0048,Compliance,Senior Manager,M15,Module 15,Video,2024-05-28,,Incomplete,,,36,Reading/Writing,29/05/24
E0048,Compliance,Senior Manager,M16,Module 16,Quiz,2024-02-05,2024-02-08,Completed,64.0,1.0,57,Reading/Writing,13/02/24
E0048,Compliance,Senior Manager,M19,Module 19,Webinar,2024-06-07,2024-06-07,Completed,,4.0,58,Reading/Writing,09/06/24
E0048,Compliance,Senior Manager,M20,Module 20,Article,2024-01-14,,Incomplete,,,32,Reading/Writing,20/01/24
E0048,Compliance,Senior Manager,M22,Module 22,Quiz,2024-05-17,2024-05-24,Completed,68.0,5.0,79,Reading/Writing,27/05/24
E0048,Compliance,Senior Manager,M23,Module 23,Webinar,2024-06-14,2024-06-22,Completed,,2.0,67,Reading/Writing,18/06/24
E0048,Compliance,Senior Manager,M4,Module 4,Quiz,2024-04-06,2024-04-12,Completed,67.0,5.0,38,Reading/Writing,11/04/24
E0048,Compliance,Senior Manager,M5,Module 5,Quiz,2024-03-16,2024-03-23,Completed,77.0,4.0,93,Reading/Writing,25/03/24
E0048,Compliance,Senior Manager,M6,Module 6,Quiz,2024-04-29,2024-04-29,Completed,78.0,5.0,63,Reading/Writing,11/05/24
E0048,Compliance,Senior Manager,M9,Module 9,Webinar,2024-03-23,2024-03-29,Completed,,3.0,104,Reading/Writing,28/03/24
E0049,Corporate Banking,Associate,M10,Module 10,Video,2024-03-08,2024-03-16,Completed,,5.0,120,Auditory,21/03/24
E0049,Corporate Banking,Associate,M11,Module 11,Video,2024-06-10,2024-06-15,Completed,,2.0,39,Auditory,17/06/24
E0049,Corporate Banking,Associate,M13,Module 13,Quiz,2024-03-18,,Dropped,,,11,Auditory,27/03/24
E0049,Corporate Banking,Associate,M14,Module 14,Quiz,2024-04-11,2024-04-13,Completed,95.0,4.0,111,Auditory,18/04/24
E0049,Corporate Banking,Associate,M20,Module 20,Article,2024-05-07,,Incomplete,,,14,Auditory,11/05/24
E0049,Corporate Banking,Associate,M21,Module 21,Video,2024-06-09,2024-06-12,Completed,,2.0,80,Auditory,16/06/24
E0049,Corporate Banking,Associate,M3,Module 3,Article,2024-06-18,2024-06-28,Completed,,5.0,7,Auditory,28/06/24
E0049,Corporate Banking,Associate,M5,Module 5,Quiz,2024-03-15,2024-03-25,Completed,79.0,5.0,62,Auditory,30/03/24
E0049,Corporate Banking,Associate,M7,Module 7,Video,2024-04-22,,Incomplete,,,24,Auditory,26/04/24
E0049,Corporate Banking,Associate,M8,Module 8,Video,2024-02-16,2024-02-23,Completed,,3.0,25,Auditory,29/02/24
E0050,Compliance,VP,M1,Module 1,Video,2024-04-18,2024-04-21,Completed,,3.0,38,Reading/Writing,30/04/24
E0050,Compliance,VP,M15,Module 15,Video,2024-02-29,2024-03-02,Completed,,3.0,50,Reading/Writing,06/03/24
E0050,Compliance,VP,M16,Module 16,Quiz,2024-03-08,,Dropped,,,36,Reading/Writing,19/03/24
E0050,Compliance,VP,M20,Module 20,Article,2024-06-29,2024-07-02,Completed,,4.0,9,Reading/Writing,08/07/24
E0050,Compliance,VP,M22,Module 22,Quiz,2024-04-07,,Dropped,,,4,Reading/Writing,11/04/24
E0050,Compliance,VP,M23,Module 23,Webinar,2024-05-18,2024-05-21,Completed,,3.0,42,Reading/Writing,01/06/24
E0050,Compliance,VP,M24,Module 24,Article,2024-01-05,,Dropped,,,58,Reading/Writing,16/01/24
E0050,Compliance,VP,M6,Module 6,Quiz,2024-01-02,2024-01-05,Completed,72.0,1.0,10,Reading/Writing,13/01/24
E0050,Compliance,VP,M7,Module 7,Video,2024-06-04,2024-06-05,Completed,,2.0,62,Reading/Writing,14/06/24
E0050,Compliance,VP,M8,Module 8,Video,2024-04-10,2024-04-19,Completed,,4.0,21,Reading/Writing,10/04/24
E0051,IT,Senior Manager,M16,Module 16,Quiz,2024-05-01,2024-05-07,Completed,72.0,5.0,54,Auditory,07/05/24
E0051,IT,Senior Manager,M18,Module 18,Quiz,2024-01-06,2024-01-09,Completed,83.0,3.0,47,Auditory,18/01/24
E0051,IT,Senior Manager,M19,Module 19,Webinar,2024-06-16,2024-06-16,Completed,,3.0,28,Auditory,20/06/24
E0051,IT,Senior Manager,M8,Module 8,Video,2024-01-02,,Incomplete,,,50,Auditory,03/01/24
E0052,Compliance,Manager,M10,Module 10,Video,2024-01-21,2024-01-24,Completed,,2.0,60,Auditory,28/01/24
E0052,Compliance,Manager,M12,Module 12,Video,2024-05-15,,Incomplete,,,17,Auditory,24/05/24
E0052,Compliance,Manager,M14,Module 14,Quiz,2024-06-25,2024-06-29,Completed,71.0,1.0,7,Auditory,02/07/24
E0052,Compliance,Manager,M18,Module 18,Quiz,2024-04-19,2024-04-27,Completed,99.0,2.0,112,Auditory,04/05/24
E0052,Compliance,Manager,M19,Module 19,Webinar,2024-04-27,2024-05-02,Completed,,2.0,104,Auditory,12/05/24
E0052,Compliance,Manager,M24,Module 24,Article,2024-06-22,,Dropped,,,8,Auditory,02/07/24
E0052,Compliance,Manager,M3,Module 3,Article,2024-02-05,2024-02-05,Completed,,1.0,119,Auditory,13/02/24
E0052,Compliance,Manager,M4,Module 4,Quiz,2024-05-01,2024-05-10,Completed,59.0,4.0,85,Auditory,02/05/24
E0052,Compliance,Manager,M6,Module 6,Quiz,2024-06-14,,Incomplete,,,10,Auditory,20/06/24
E0052,Compliance,Manager,M9,Module 9,Webinar,2024-06-27,,Dropped,,,6,Auditory,08/07/24
E0053,HR,Senior Associate,M1,Module 1,Video,2024-04-21,2024-05-01,Completed,,5.0,24,Kinesthetic,23/04/24
E0053,HR,Senior Associate,M10,Module 10,Video,2024-06-22,2024-06-28,Completed,,2.0,57,Kinesthetic,22/06/24
E0053,HR,Senior Associate,M12,Module 12,Video,2024-05-16,,Incomplete,,,21,Kinesthetic,25/05/24
E0053,HR,Senior Associate,M14,Module 14,Quiz,2024-06-25,2024-07-01,Completed,76.0,4.0,40,Kinesthetic,10/07/24
E0053,HR,Senior Associate,M15,Module 15,Video,2024-06-15,,Incomplete,,,47,Kinesthetic,21/06/24
E0053,HR,Senior Associate,M19,Module 19,Webinar,2024-01-11,,Incomplete,,,42,Kinesthetic,26/01/24
E0053,HR,Senior Associate,M21,Module 21,Video,2024-05-19,,Incomplete,,,22,Kinesthetic,21/05/24
E0053,HR,Senior Associate,M23,Module 23,Webinar,2024-06-01,,Incomplete,,,7,Kinesthetic,16/06/24
E0053,HR,Senior Associate,M25,Module 25,Article,2024-03-07,,Incomplete,,,45,Kinesthetic,19/03/24
E0053,HR,Senior Associate,M3,Module 3,Article,2024-04-17,2024-04-25,Completed,,5.0,10,Kinesthetic,17/04/24
E0053,HR,Senior Associate,M7,Module 7,Video,2024-04-06,2024-04-10,Completed,,5.0,120,Kinesthetic,11/04/24
E0053,HR,Senior Associate,M8,Module 8,Video,2024-06-02,,Dropped,,,9,Kinesthetic,12/06/24
E0054,Compliance,Senior Associate,M1,Module 1,Video,2024-02-24,2024-02-25,Completed,,4.0,36,Kinesthetic,07/03/24
E0054,Compliance,Senior Associate,M11,Module 11,Video,2024-04-21,2024-04-22,Completed,,5.0,36,Kinesthetic,23/04/24
E0054,Compliance,Senior Associate,M12,Module 12,Video,2024-04-12,,Dropped,,,12,Kinesthetic,19/04/24
E0054,Compliance,Senior Associate,M13,Module 13,Quiz,2024-03-23,2024-03-30,Completed,62.0,4.0,82,Kinesthetic,07/04/24
E0054,Compliance,Senior Associate,M15,Module 15,Video,2024-02-16,,Dropped,,,25,Kinesthetic,19/02/24
E0054,Compliance,Senior Associate,M16,Module 16,Quiz,2024-06-18,2024-06-20,Completed,82.0,4.0,101,Kinesthetic,03/07/24
E0054,Compliance,Senior Associate,M17,Module 17,Webinar,2024-03-26,2024-04-04,Completed,,4.0,16,Kinesthetic,08/04/24
E0054,Compliance,Senior Associate,M19,Module 19,Webinar,2024-05-30,,Dropped,,,7,Kinesthetic,31/05/24
E0054,Compliance,Senior Associate,M2,Module 2,Video,2024-01-25,2024-01-29,Completed,,1.0,109,Kinesthetic,05/02/24
E0054,Compliance,Senior Associate,M20,Module 20,Article,2024-01-16,2024-01-26,Completed,,3.0,74,Kinesthetic,29/01/24
E0054,Compliance,Senior Associate,M22,Module 22,Quiz,2024-04-18,2024-04-21,Completed,84.0,4.0,87,Kinesthetic,22/04/24
E0054,Compliance,Senior Associate,M23,Module 23,Webinar,2024-06-25,,Incomplete,,,49,Kinesthetic,02/07/24
E0054,Compliance,Senior Associate,M3,Module 3,Article,2024-02-09,,Incomplete,,,52,Kinesthetic,13/02/24
E0054,Compliance,Senior Associate,M4,Module 4,Quiz,2024-04-12,2024-04-12,Completed,91.0,2.0,35,Kinesthetic,25/04/24
E0054,Compliance,Senior Associate,M7,Module 7,Video,2024-04-15,2024-04-17,Completed,,2.0,33,Kinesthetic,21/04/24
E0054,Compliance,Senior Associate,M8,Module 8,Video,2024-02-25,2024-03-05,Completed,,2.0,23,Kinesthetic,11/03/24
E0055,HR,Manager,M11,Module 11,Video,2024-05-20,2024-05-29,Completed,,3.0,77,Auditory,04/06/24
E0055,HR,Manager,M13,Module 13,Quiz,2024-04-06,2024-04-14,Completed,98.0,4.0,112,Auditory,19/04/24
E0055,HR,Manager,M14,Module 14,Quiz,2024-05-27,2024-06-02,Completed,81.0,4.0,38,Auditory,01/06/24
E0055,HR,Manager,M18,Module 18,Quiz,2024-04-07,2024-04-10,Completed,80.0,1.0,49,Auditory,20/04/24
E0055,HR,Manager,M19,Module 19,Webinar,2024-05-09,2024-05-10,Completed,,3.0,96,Auditory,21/05/24
E0055,HR,Manager,M21,Module 21,Video,2024-03-29,2024-03-31,Completed,,5.0,45,Auditory,12/04/24
E0055,HR,Manager,M23,Module 23,Webinar,2024-05-05,2024-05-06,Completed,,2.0,114,Auditory,19/05/24
E0055,HR,Manager,M24,Module 24,Article,2024-06-02,,Dropped,,,54,Auditory,11/06/24
E0055,HR,Manager,M3,Module 3,Article,2024-04-14,,Dropped,,,10,Auditory,26/04/24
E0055,HR,Manager,M4,Module 4,Quiz,2024-03-12,,Incomplete,,,35,Auditory,27/03/24
E0055,HR,Manager,M5,Module 5,Quiz,2024-05-29,2024-06-02,Completed,73.0,5.0,100,Auditory,13/06/24
E0055,HR,Manager,M6,Module 6,Quiz,2024-03-26,2024-03-27,Completed,67.0,2.0,101,Auditory,31/03/24
E0055,HR,Manager,M7,Module 7,Video,2024-04-12,2024-04-17,Completed,,5.0,68,Auditory,24/04/24
E0055,HR,Manager,M9,Module 9,Webinar,2024-05-23,,Incomplete,,,7,Auditory,30/05/24
E0056,HR,Senior Associate,M1,Module 1,Video,2024-01-19,,Incomplete,,,25,Auditory,27/01/24
E0056,HR,Senior Associate,M14,Module 14,Quiz,2024-05-03,2024-05-03,Completed,72.0,2.0,77,Auditory,18/05/24
E0056,HR,Senior Associate,M16,Module 16,Quiz,2024-04-19,2024-04-29,Completed,93.0,2.0,103,Auditory,29/04/24
E0056,HR,Senior Associate,M19,Module 19,Webinar,2024-02-19,,Dropped,,,36,Auditory,01/03/24
E0056,HR,Senior Associate,M2,Module 2,Video,2024-01-13,,Dropped,,,39,Auditory,22/01/24
E0056,HR,Senior Associate,M21,Module 21,Video,2024-03-23,2024-03-23,Completed,,4.0,114,Auditory,25/03/24
E0056,HR,Senior Associate,M22,Module 22,Quiz,2024-02-23,2024-02-28,Completed,87.0,4.0,51,Auditory,28/02/24
E0056,HR,Senior Associate,M23,Module 23,Webinar,2024-03-27,2024-04-02,Completed,,1.0,86,Auditory,10/04/24
E0056,HR,Senior Associate,M24,Module 24,Article,2024-06-15,2024-06-20,Completed,,5.0,18,Auditory,27/06/24
E0056,HR,Senior Associate,M25,Module 25,Article,2024-06-11,2024-06-13,Completed,,2.0,62,Auditory,23/06/24
E0056,HR,Senior Associate,M5,Module 5,Quiz,2024-02-11,2024-02-21,Completed,56.0,5.0,42,Auditory,15/02/24
E0056,HR,Senior Associate,M6,Module 6,Quiz,2024-02-24,,Dropped,,,27,Auditory,25/02/24
E0056,HR,Senior Associate,M9,Module 9,Webinar,2024-05-30,,Incomplete,,,54,Auditory,08/06/24
E0057,Risk,Manager,M12,Module 12,Video,2024-03-19,2024-03-22,Completed,,1.0,89,Kinesthetic,31/03/24
E0057,Risk,Manager,M14,Module 14,Quiz,2024-03-26,2024-04-03,Completed,74.0,5.0,37,Kinesthetic,26/03/24
E0057,Risk,Manager,M17,Module 17,Webinar,2024-05-08,2024-05-13,Completed,,4.0,119,Kinesthetic,13/05/24
E0057,Risk,Manager,M18,Module 18,Quiz,2024-02-22,2024-03-02,Completed,89.0,3.0,21,Kinesthetic,22/02/24
E0057,Risk,Manager,M19,Module 19,Webinar,2024-01-27,,Dropped,,,11,Kinesthetic,29/01/24
E0057,Risk,Manager,M2,Module 2,Video,2024-05-14,,Dropped,,,35,Kinesthetic,25/05/24
E0057,Risk,Manager,M20,Module 20,Article,2024-01-10,,Dropped,,,40,Kinesthetic,11/01/24
E0057,Risk,Manager,M7,Module 7,Video,2024-05-28,,Incomplete,,,29,Kinesthetic,10/06/24
E0058,Corporate Banking,Associate,M10,Module 10,Video,2024-06-09,2024-06-19,Completed,,5.0,110,Auditory,12/06/24
E0058,Corporate Banking,Associate,M13,Module 13,Quiz,2024-04-10,2024-04-13,Completed,96.0,3.0,68,Auditory,15/04/24
E0058,Corporate Banking,Associate,M17,Module 17,Webinar,2024-05-02,,Incomplete,,,38,Auditory,15/05/24
E0058,Corporate Banking,Associate,M18,Module 18,Quiz,2024-06-07,,Dropped,,,46,Auditory,10/06/24
E0058,Corporate Banking,Associate,M19,Module 19,Webinar,2024-05-19,2024-05-19,Completed,,4.0,78,Auditory,28/05/24
E0058,Corporate Banking,Associate,M20,Module 20,Article,2024-01-31,2024-02-05,Completed,,4.0,63,Auditory,07/02/24
E0058,Corporate Banking,Associate,M22,Module 22,Quiz,2024-06-16,2024-06-26,Completed,87.0,4.0,66,Auditory,19/06/24
E0058,Corporate Banking,Associate,M23,Module 23,Webinar,2024-05-28,2024-06-06,Completed,,3.0,39,Auditory,12/06/24
E0058,Corporate Banking,Associate,M4,Module 4,Quiz,2024-06-14,2024-06-21,Completed,95.0,3.0,70,Auditory,27/06/24
E0058,Corporate Banking,Associate,M5,Module 5,Quiz,2024-01-26,2024-01-31,Completed,61.0,4.0,99,Auditory,10/02/24
E0058,Corporate Banking,Associate,M7,Module 7,Video,2024-02-28,2024-03-04,Completed,,2.0,71,Auditory,02/03/24
E0058,Corporate Banking,Associate,M9,Module 9,Webinar,2024-02-25,,Dropped,,,54,Auditory,02/03/24
E0059,Compliance,VP,M1,Module 1,Video,2024-06-28,2024-06-30,Completed,,4.0,60,Visual,02/07/24
E0059,Compliance,VP,M10,Module 10,Video,2024-04-04,2024-04-08,Completed,,3.0,98,Visual,14/04/24
E0059,Compliance,VP,M12,Module 12,Video,2024-02-09,,Incomplete,,,60,Visual,10/02/24
E0059,Compliance,VP,M16,Module 16,Quiz,2024-02-29,,Dropped,,,22,Visual,10/03/24
E0059,Compliance,VP,M17,Module 17,Webinar,2024-02-04,2024-02-08,Completed,,4.0,76,Visual,11/02/24
E0059,Compliance,VP,M18,Module 18,Quiz,2024-02-29,,Incomplete,,,7,Visual,13/03/24
E0059,Compliance,VP,M19,Module 19,Webinar,2024-02-04,2024-02-04,Completed,,1.0,64,Visual,17/02/24
E0059,Compliance,VP,M3,Module 3,Article,2024-04-02,2024-04-10,Completed,,2.0,47,Visual,12/04/24
E0059,Compliance,VP,M5,Module 5,Quiz,2024-03-31,,Incomplete,,,59,Visual,03/04/24
E0059,Compliance,VP,M6,Module 6,Quiz,2024-02-07,2024-02-08,Completed,69.0,3.0,62,Visual,18/02/24
E0059,Compliance,VP,M7,Module 7,Video,2024-03-10,,Incomplete,,,29,Visual,14/03/24
E0059,Compliance,VP,M9,Module 9,Webinar,2024-03-16,2024-03-19,Completed,,3.0,68,Visual,20/03/24
E0060,Retail Banking,VP,M1,Module 1,Video,2024-04-26,,Dropped,,,51,Visual,29/04/24
E0060,Retail Banking,VP,M10,Module 10,Video,2024-05-20,2024-05-28,Completed,,5.0,116,Visual,29/05/24
E0060,Retail Banking,VP,M11,Module 11,Video,2024-06-22,,Incomplete,,,47,Visual,30/06/24
E0060,Retail Banking,VP,M13,Module 13,Quiz,2024-04-13,,Dropped,,,19,Visual,17/04/24
E0060,Retail Banking,VP,M14,Module 14,Quiz,2024-02-06,,Incomplete,,,40,Visual,17/02/24
E0060,Retail Banking,VP,M16,Module 16,Quiz,2024-06-10,,Dropped,,,35,Visual,19/06/24
E0060,Retail Banking,VP,M17,Module 17,Webinar,2024-01-31,,Dropped,,,54,Visual,10/02/24
E0060,Retail Banking,VP,M18,Module 18,Quiz,2024-03-07,,Incomplete,,,16,Visual,13/03/24
E0060,Retail Banking,VP,M20,Module 20,Article,2024-02-01,2024-02-02,Completed,,3.0,62,Visual,02/02/24
E0060,Retail Banking,VP,M24,Module 24,Article,2024-02-15,2024-02-18,Completed,,2.0,21,Visual,29/02/24
E0060,Retail Banking,VP,M25,Module 25,Article,2024-02-17,2024-02-24,Completed,,4.0,91,Visual,02/03/24
E0060,Retail Banking,VP,M3,Module 3,Article,2024-06-21,2024-06-24,Completed,,2.0,52,Visual,04/07/24
E0060,Retail Banking,VP,M5,Module 5,Quiz,2024-01-22,,Dropped,,,24,Visual,31/01/24
E0060,Retail Banking,VP,M9,Module 9,Webinar,2024-05-28,,Dropped,,,23,Visual,09/06/24
E0061,HR,Manager,M1,Module 1,Video,2024-06-15,2024-06-24,Completed,,4.0,76,Visual,22/06/24
E0061,HR,Manager,M13,Module 13,Quiz,2024-03-02,,Incomplete,,,24,Visual,06/03/24
E0061,HR,Manager,M15,Module 15,Video,2024-01-08,,Dropped,,,20,Visual,20/01/24
E0061,HR,Manager,M17,Module 17,Webinar,2024-04-23,,Dropped,,,41,Visual,01/05/24
E0061,HR,Manager,M19,Module 19,Webinar,2024-06-05,2024-06-10,Completed,,1.0,58,Visual,20/06/24
E0061,HR,Manager,M22,Module 22,Quiz,2024-03-05,2024-03-11,Completed,80.0,5.0,18,Visual,19/03/24
E0061,HR,Manager,M23,Module 23,Webinar,2024-05-21,,Incomplete,,,43,Visual,04/06/24
E0061,HR,Manager,M9,Module 9,Webinar,2024-05-10,2024-05-15,Completed,,3.0,89,Visual,21/05/24
E0062,Compliance,Senior Associate,M1,Module 1,Video,2024-02-23,2024-02-29,Completed,,4.0,41,Reading/Writing,26/02/24
E0062,Compliance,Senior Associate,M10,Module 10,Video,2024-06-25,2024-07-05,Completed,,4.0,104,Reading/Writing,09/07/24
E0062,Compliance,Senior Associate,M14,Module 14,Quiz,2024-03-20,,Dropped,,,35,Reading/Writing,26/03/24
E0062,Compliance,Senior Associate,M15,Module 15,Video,2024-02-17,,Incomplete,,,24,Reading/Writing,24/02/24
E0062,Compliance,Senior Associate,M17,Module 17,Webinar,2024-06-13,2024-06-22,Completed,,3.0,116,Reading/Writing,20/06/24
E0062,Compliance,Senior Associate,M19,Module 19,Webinar,2024-01-21,2024-01-28,Completed,,1.0,102,Reading/Writing,25/01/24
E0062,Compliance,Senior Associate,M20,Module 20,Article,2024-04-24,2024-05-01,Completed,,5.0,75,Reading/Writing,05/05/24
E0062,Compliance,Senior Associate,M25,Module 25,Article,2024-03-13,,Dropped,,,35,Reading/Writing,22/03/24
E0062,Compliance,Senior Associate,M4,Module 4,Quiz,2024-06-13,,Incomplete,,,4,Reading/Writing,18/06/24
E0062,Compliance,Senior Associate,M5,Module 5,Quiz,2024-06-25,,Incomplete,,,51,Reading/Writing,01/07/24
E0062,Compliance,Senior Associate,M9,Module 9,Webinar,2024-02-14,2024-02-18,Completed,,5.0,5,Reading/Writing,22/02/24
E0063,Corporate Banking,Associate,M10,Module 10,Video,2024-05-22,2024-05-24,Completed,,5.0,45,Auditory,25/05/24
E0063,Corporate Banking,Associate,M11,Module 11,Video,2024-06-14,2024-06-21,Completed,,3.0,16,Auditory,15/06/24
E0063,Corporate Banking,Associate,M12,Module 12,Video,2024-02-02,,Incomplete,,,49,Auditory,06/02/24
E0063,Corporate Banking,Associate,M15,Module 15,Video,2024-04-07,,Incomplete,,,39,Auditory,08/04/24
E0063,Corporate Banking,Associate,M16,Module 16,Quiz,2024-04-28,2024-05-06,Completed,100.0,1.0,45,Auditory,04/05/24
E0063,Corporate Banking,Associate,M19,Module 19,Webinar,2024-02-17,2024-02-17,Completed,,5.0,51,Auditory,03/03/24
E0063,Corporate Banking,Associate,M2,Module 2,Video,2024-06-25,2024-06-26,Completed,,1.0,95,Auditory,10/07/24
E0063,Corporate Banking,Associate,M21,Module 21,Video,2024-06-17,,Dropped,,,16,Auditory,22/06/24
E0063,Corporate Banking,Associate,M23,Module 23,Webinar,2024-02-06,2024-02-11,Completed,,1.0,99,Auditory,19/02/24
E0063,Corporate Banking,Associate,M4,Module 4,Quiz,2024-04-26,2024-04-30,Completed,92.0,2.0,20,Auditory,30/04/24
E0063,Corporate Banking,Associate,M6,Module 6,Quiz,2024-04-19,2024-04-29,Completed,73.0,5.0,53,Auditory,24/04/24
E0063,Corporate Banking,Associate,M7,Module 7,Video,2024-01-25,2024-02-04,Completed,,4.0,50,Auditory,07/02/24
E0063,Corporate Banking,Associate,M8,Module 8,Video,2024-04-22,,Dropped,,,26,Auditory,06/05/24
E0063,Corporate Banking,Associate,M9,Module 9,Webinar,2024-01-25,,Incomplete,,,30,Auditory,01/02/24
E0064,Risk,VP,M16,Module 16,Quiz,2024-01-05,,Incomplete,,,25,Reading/Writing,15/01/24
E0064,Risk,VP,M17,Module 17,Webinar,2024-01-22,,Dropped,,,17,Reading/Writing,04/02/24
E0064,Risk,VP,M23,Module 23,Webinar,2024-01-03,,Dropped,,,14,Reading/Writing,12/01/24
E0064,Risk,VP,M24,Module 24,Article,2024-02-24,2024-02-28,Completed,,5.0,29,Reading/Writing,07/03/24
E0064,Risk,VP,M25,Module 25,Article,2024-05-10,2024-05-14,Completed,,2.0,54,Reading/Writing,14/05/24
E0064,Risk,VP,M4,Module 4,Quiz,2024-03-30,,Incomplete,,,5,Reading/Writing,01/04/24
E0064,Risk,VP,M5,Module 5,Quiz,2024-04-29,,Dropped,,,8,Reading/Writing,02/05/24
E0064,Risk,VP,M6,Module 6,Quiz,2024-01-11,2024-01-11,Completed,92.0,3.0,32,Reading/Writing,26/01/24
E0064,Risk,VP,M8,Module 8,Video,2024-06-22,,Dropped,,,10,Reading/Writing,05/07/24
E0064,Risk,VP,M9,Module 9,Webinar,2024-06-28,2024-07-08,Completed,,4.0,30,Reading/Writing,01/07/24
E0065,Risk,Manager,M1,Module 1,Video,2024-01-06,2024-01-12,Completed,,5.0,101,Auditory,13/01/24
E0065,Risk,Manager,M12,Module 12,Video,2024-03-04,,Dropped,,,51,Auditory,14/03/24
E0065,Risk,Manager,M16,Module 16,Quiz,2024-03-02,,Incomplete,,,53,Auditory,09/03/24
E0065,Risk,Manager,M18,Module 18,Quiz,2024-04-10,2024-04-11,Completed,62.0,3.0,68,Auditory,18/04/24
E0065,Risk,Manager,M2,Module 2,Video,2024-01-09,,Dropped,,,20,Auditory,18/01/24
E0065,Risk,Manager,M21,Module 21,Video,2024-06-26,,Incomplete,,,45,Auditory,30/06/24
E0065,Risk,Manager,M22,Module 22,Quiz,2024-03-14,2024-03-17,Completed,97.0,2.0,60,Auditory,16/03/24
E0065,Risk,Manager,M23,Module 23,Webinar,2024-04-18,,Incomplete,,,29,Auditory,30/04/24
E0065,Risk,Manager,M24,Module 24,Article,2024-06-10,2024-06-10,Completed,,4.0,93,Auditory,15/06/24
E0065,Risk,Manager,M25,Module 25,Article,2024-04-13,2024-04-23,Completed,,5.0,64,Auditory,14/04/24
E0065,Risk,Manager,M6,Module 6,Quiz,2024-06-19,2024-06-20,Completed,89.0,4.0,17,Auditory,21/06/24
E0065,Risk,Manager,M7,Module 7,Video,2024-06-29,2024-07-07,Completed,,3.0,6,Auditory,08/07/24
E0065,Risk,Manager,M9,Module 9,Webinar,2024-05-06,2024-05-11,Completed,,5.0,66,Auditory,15/05/24
E0066,Corporate Banking,Senior Associate,M1,Module 1,Video,2024-05-12,,Dropped,,,32,Kinesthetic,21/05/24
